name,type,season_tags,vata_score,pitta_score,kapha_score,cal,prot,fat,carb,sugar,sodium_mg,satfat_g,incompatible_with
Curd_9,grain,"['EarlyWinter', 'Autumn']",1,2,3,219,19.8,17.6,16.2,4.8,74,1.9,[]
Ghee_9,legume,['Autumn'],3,3,2,164,4.3,11.9,49.6,6.4,291,7.7,[]
Butter_9,fat,['EarlyWinter'],0,0,3,89,9.1,15.5,18.2,18.5,342,0.8,['Roti_6']
Coconut_9,fat,['Spring'],1,2,3,363,13.7,15.3,23.5,19.9,64,2.2,"['Peanuts_10', 'Guava_4']"
Spinach_9,fruit,['Autumn'],1,0,1,246,4.3,16.5,23.7,13.0,214,7.9,[]
Carrot_9,vegetable,"['EarlyWinter', 'Spring', 'Autumn']",2,1,0,345,5.6,0.8,53.4,11.8,437,0.8,"['Kitchari_3', 'Apple_2', 'Jaggery_3']"
Beetroot_9,dairy,['EarlyWinter'],2,2,0,199,4.6,13.5,58.2,14.7,157,0.7,['Sesame Seeds_4']
Tomato_9,grain,['EarlyWinter'],3,0,1,390,8.3,14.4,19.3,1.3,47,6.2,"['Herbal Tea_3', 'Spinach_4', 'Wheat_6']"
Cucumber_9,legume,"['Monsoon', 'Summer', 'Spring']",0,3,1,55,16.8,15.3,56.8,14.6,125,0.1,"['Pineapple_10', 'Curd_2', 'Apple_6']"
Bottle Gourd_9,legume,"['Monsoon', 'Summer']",2,3,2,70,1.8,10.4,65.9,11.8,240,5.6,"['Rice_10', 'Tomato_4']"
Pumpkin_9,beverage,"['Autumn', 'EarlyWinter']",3,2,0,272,11.5,16.8,32.6,18.8,428,6.8,"['Rice_8', 'Beetroot_4']"
Cauliflower_9,dairy,"['LateWinter', 'Monsoon', 'Spring']",0,0,0,256,17.6,10.4,44.5,18.3,311,8.4,"['Pineapple_6', 'Idli_1', 'Roti_10']"
Broccoli_9,fat,"['EarlyWinter', 'Winter']",1,3,3,283,20.7,2.5,53.7,12.5,439,9.7,"['Chia Seeds_4', 'Tomato_5', 'Herbal Tea_6']"
Apple_9,dairy,"['Winter', 'Spring']",3,0,0,171,12.3,19.2,20.5,2.0,428,7.9,[]
Banana_9,fat,['Summer'],1,1,2,150,22.2,19.1,19.6,17.7,364,3.3,[]
Mango_9,spice,['LateWinter'],0,1,3,133,7.9,14.0,28.7,12.7,85,5.7,[]
Guava_9,fruit,"['Spring', 'EarlyWinter', 'Summer']",0,0,0,399,18.7,8.3,30.8,0.8,46,7.3,['Peanuts_2']
Papaya_9,grain,['Summer'],3,2,1,210,5.5,14.6,12.0,16.0,453,1.4,"['Wheat_6', 'Milk_3', 'Paneer_5']"
Pineapple_9,fat,['LateWinter'],1,3,0,208,14.3,19.9,69.2,2.0,475,9.7,"['Kitchari_7', 'Cashews_2', 'Moong Dal_1']"
Orange_9,vegetable,"['Monsoon', 'Autumn']",0,3,2,313,9.6,9.0,36.5,8.4,446,5.5,[]
Lemon_9,vegetable,['EarlyWinter'],3,1,1,217,8.5,9.6,62.7,17.5,7,8.6,"['Pumpkin_4', 'Almonds_10']"
Herbal Tea_9,fruit,"['EarlyWinter', 'Monsoon', 'LateWinter']",1,2,2,175,6.9,5.4,57.0,7.7,470,5.0,"['Pumpkin_1', 'Chia Seeds_8']"
Green Tea_9,dairy,"['EarlyWinter', 'Autumn', 'LateWinter']",0,2,2,74,13.9,18.4,47.3,13.6,167,5.1,[]
Spices Mix_9,legume,['Summer'],0,3,3,54,24.4,3.6,59.6,6.4,201,5.9,['Pumpkin_4']
Honey_9,beverage,"['Summer', 'Autumn']",2,2,1,370,3.1,19.5,43.6,5.9,4,2.4,['Rice_3']
Jaggery_9,fruit,['Monsoon'],2,1,1,337,1.8,4.2,66.1,11.1,4,0.2,"['Mango_6', 'Lemon_4']"
Peanuts_9,legume,"['Spring', 'Autumn']",1,1,3,355,6.7,5.6,53.0,5.3,432,6.0,['Dosa_8']
Almonds_9,grain,['EarlyWinter'],2,1,0,71,7.4,3.2,46.5,15.4,274,5.4,"['Spinach_9', 'Dosa_5', 'Rice_4']"
Cashews_9,dairy,"['Monsoon', 'Winter']",1,3,2,223,6.6,1.8,54.3,5.9,325,1.2,"['Almonds_2', 'Peanuts_8', 'Beetroot_2']"
Walnuts_9,legume,"['Monsoon', 'EarlyWinter', 'Winter']",2,1,3,198,12.7,9.2,64.3,10.9,288,7.7,"['Cauliflower_4', 'Moong Dal_4']"
Sesame Seeds_9,legume,"['LateWinter', 'Autumn', 'EarlyWinter']",3,2,3,86,4.3,7.2,19.7,12.4,494,3.3,"['Milk_1', 'Pineapple_9', 'Spices Mix_4']"
Chia Seeds_9,fat,"['EarlyWinter', 'Spring', 'Autumn']",3,1,1,382,22.9,8.2,34.7,16.6,284,3.7,"['Lemon_1', 'Pineapple_7', 'Mango_6']"
Rice_10,fat,['Winter'],0,2,0,206,18.4,4.7,16.3,17.1,430,3.8,['Beetroot_1']
Wheat_10,vegetable,"['EarlyWinter', 'Monsoon', 'Winter']",3,0,3,299,6.1,7.4,58.3,19.4,225,8.9,['Vegetable Sabzi_9']
Roti_10,dairy,"['Autumn', 'Summer', 'Monsoon']",2,2,0,59,16.2,4.1,13.0,2.3,290,3.7,[]
Chapati_10,beverage,"['Spring', 'Summer', 'EarlyWinter']",1,3,2,281,18.4,13.9,25.4,1.5,46,9.0,"['Rice_5', 'Orange_3']"
Kitchari_10,beverage,['Monsoon'],1,3,3,285,19.6,7.6,5.2,5.1,382,8.0,['Cucumber_1']
Moong Dal_10,dairy,"['Autumn', 'LateWinter', 'Winter']",1,1,2,237,15.2,7.6,50.6,12.1,240,9.2,"['Sesame Seeds_10', 'Sesame Seeds_7']"
Chana Dal_10,fat,"['Summer', 'Spring']",1,2,0,188,3.3,16.1,33.4,2.8,175,2.4,"['Cashews_1', 'Ghee_1']"
Lentils_10,grain,"['Monsoon', 'Summer', 'EarlyWinter']",1,1,3,101,18.9,4.0,22.8,2.5,135,0.6,[]
Oats_10,grain,"['Autumn', 'Spring', 'Summer']",3,3,1,291,16.1,19.7,60.9,8.7,243,5.6,[]
Idli_10,dairy,['LateWinter'],2,3,3,340,5.1,17.9,56.0,17.7,487,2.1,"['Lemon_8', 'Apple_3', 'Moong Dal_4']"
Dosa_10,spice,['EarlyWinter'],1,3,0,79,17.9,18.2,6.3,6.1,370,2.9,['Herbal Tea_1']
Upma_10,fruit,"['Winter', 'Spring']",1,3,3,265,1.3,13.1,56.7,3.3,431,1.9,"['Coconut_10', 'Cauliflower_8']"
Vegetable Sabzi_10,legume,"['Winter', 'Summer', 'Monsoon']",3,1,1,282,17.2,6.5,24.1,8.1,18,6.0,['Green Tea_6']
Paneer_10,grain,"['Monsoon', 'Winter', 'EarlyWinter']",1,3,1,122,12.7,7.7,17.0,0.4,209,5.8,"['Orange_6', 'Tomato_4', 'Apple_5']"
Milk_10,grain,['Winter'],1,1,1,348,4.5,2.6,31.9,18.2,4,1.3,"['Peanuts_3', 'Idli_8']"
Curd_10,beverage,['LateWinter'],1,1,2,278,5.8,4.1,54.6,14.7,437,6.3,['Milk_10']
Ghee_10,spice,"['Autumn', 'Spring']",3,2,1,70,12.1,16.9,62.0,3.4,490,4.4,"['Paneer_1', 'Bottle Gourd_5']"
Butter_10,grain,['Autumn'],3,1,1,311,17.9,4.6,29.0,8.1,77,5.9,['Herbal Tea_7']
Coconut_10,beverage,['Summer'],3,2,1,332,8.7,15.5,47.7,5.0,163,6.5,[]
Spinach_10,beverage,"['LateWinter', 'Autumn']",2,2,0,54,16.3,13.9,30.4,14.3,488,6.1,[]
Carrot_10,legume,"['Winter', 'EarlyWinter', 'Summer']",3,3,3,301,8.5,6.1,21.1,15.6,220,9.8,[]
Beetroot_10,vegetable,['EarlyWinter'],0,3,3,255,20.5,8.3,46.9,13.1,437,4.2,['Vegetable Sabzi_9']
Tomato_10,fat,"['Summer', 'Spring', 'Autumn']",0,0,1,231,13.4,6.3,20.8,16.5,348,6.4,[]
Cucumber_10,vegetable,"['Monsoon', 'Winter', 'Autumn']",0,0,1,232,20.8,15.9,5.8,5.8,229,9.4,['Honey_8']
Bottle Gourd_10,fruit,"['EarlyWinter', 'Monsoon']",3,3,0,62,3.0,9.5,27.9,18.4,374,1.6,['Green Tea_1']
Pumpkin_10,fat,['EarlyWinter'],1,2,0,319,6.1,14.7,54.4,7.5,79,2.3,[]
Cauliflower_10,fat,['Monsoon'],0,1,1,132,10.9,9.0,27.0,1.4,168,3.4,['Chapati_6']
Broccoli_10,fruit,"['Spring', 'EarlyWinter', 'LateWinter']",1,2,1,297,13.9,6.2,15.0,14.8,77,1.4,"['Peanuts_3', 'Jaggery_6', 'Apple_2']"
Apple_10,fruit,"['Spring', 'Winter', 'Autumn']",0,3,3,220,24.3,9.4,20.1,0.1,489,9.9,['Rice_6']
Banana_10,fruit,"['Summer', 'Autumn', 'Winter']",3,1,2,352,3.6,8.7,55.6,10.6,132,7.5,[]
Mango_10,beverage,"['Spring', 'LateWinter']",0,2,1,388,13.5,0.4,67.1,8.0,206,3.1,"['Moong Dal_9', 'Tomato_4']"
Guava_10,fat,"['Spring', 'Summer', 'LateWinter']",2,0,3,140,14.0,5.4,67.3,12.2,367,4.6,['Bottle Gourd_8']
Papaya_10,vegetable,['Spring'],3,1,2,148,0.6,9.4,17.1,10.9,95,0.7,['Vegetable Sabzi_4']
Pineapple_10,beverage,"['LateWinter', 'Spring']",3,0,2,152,14.8,7.2,40.6,0.1,463,4.1,"['Almonds_2', 'Orange_10']"
Orange_10,spice,"['LateWinter', 'Winter', 'Monsoon']",3,2,2,194,24.9,2.4,68.3,1.9,420,8.3,"['Honey_10', 'Beetroot_7']"
Lemon_10,vegetable,"['LateWinter', 'Autumn', 'EarlyWinter']",1,1,3,316,6.3,13.9,23.9,12.5,455,9.9,[]
Herbal Tea_10,legume,"['EarlyWinter', 'Summer']",2,3,1,167,17.1,13.3,49.4,11.6,106,9.3,"['Cucumber_4', 'Cashews_9']"
Green Tea_10,fat,"['Monsoon', 'EarlyWinter', 'Winter']",1,3,0,170,23.8,17.2,13.1,0.5,268,2.2,"['Apple_2', 'Banana_2']"
Spices Mix_10,dairy,"['Winter', 'Autumn', 'EarlyWinter']",2,1,0,274,16.6,5.6,57.1,10.3,433,2.9,['Walnuts_7']
Honey_10,beverage,['Autumn'],0,1,0,179,3.2,10.4,66.6,16.2,239,5.4,"['Chapati_8', 'Walnuts_4', 'Wheat_2']"
Jaggery_10,beverage,['Autumn'],3,1,2,252,5.8,13.3,7.9,4.2,320,3.1,[]
Peanuts_10,legume,"['Monsoon', 'LateWinter']",3,3,1,127,7.2,3.3,23.4,1.3,58,1.2,"['Vegetable Sabzi_6', 'Lemon_1']"
Almonds_10,dairy,"['Monsoon', 'LateWinter', 'Autumn']",2,2,0,384,16.8,19.4,33.7,14.2,57,1.1,[]
Cashews_10,dairy,"['LateWinter', 'EarlyWinter']",3,2,2,189,22.8,7.9,41.6,1.8,243,9.6,"['Walnuts_7', 'Bottle Gourd_1', 'Apple_6']"
Walnuts_10,beverage,"['Autumn', 'Spring']",2,0,2,264,15.7,3.6,57.9,11.6,404,7.5,"['Lemon_7', 'Butter_2', 'Kitchari_6']"
Sesame Seeds_10,dairy,"['Monsoon', 'Spring']",2,1,0,100,15.0,15.0,12.3,15.7,473,8.0,"['Oats_2', 'Pineapple_2']"
Chia Seeds_10,fruit,"['Winter', 'EarlyWinter', 'Summer']",0,0,0,357,13.2,12.1,41.5,17.3,379,9.6,"['Milk_6', 'Papaya_10']"
